Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,SalePrice
525,95.0,11787,IR1,NoRidge,2Story,7,5,1996,1997,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,719.0,660.0,1379.0,5,1383,2398,1.0,2,1,3,3.0,8,1,3.0,Attchd,1996.0,3.0,3.0,834.0,60,315750.0
526,62.0,7500,Reg,Somerst,1Story,7,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1257.0,1257.0,5,1266,1266,0.0,2,0,3,3.0,6,1,3.0,Attchd,2005.0,1.0,2.0,453.0,144,176000.0
527,70.0,13300,Reg,NAmes,1Story,5,7,1956,2000,Wd Sdng,Wd Sdng,2,CBlock,3.0,No,Rec,377.0,551.0,928.0,3,928,928,0.0,1,0,2,2.0,4,0,,Attchd,1956.0,1.0,1.0,252.0,0,132000.0
528,67.0,14948,IR1,NridgHt,2Story,9,5,2008,2008,VinylSd,VinylSd,4,PConc,4.0,Av,GLQ,1330.0,122.0,1452.0,5,1476,2713,1.0,2,1,3,4.0,11,1,4.0,Attchd,2008.0,3.0,3.0,858.0,66,446261.0
529,58.0,9098,IR1,Edwards,1Story,4,7,1920,2002,Wd Sdng,Wd Sdng,2,BrkTil,2.0,Mn,ALQ,348.0,180.0,528.0,5,605,605,1.0,1,0,2,2.0,5,0,,,,,0.0,0.0,0,86000.0
530,,32668,IR1,Crawfor,1Story,6,3,1957,1975,Wd Sdng,Stone,3,PConc,2.0,No,Rec,1219.0,816.0,2035.0,3,2515,2515,1.0,3,0,4,2.0,9,2,3.0,Attchd,1975.0,2.0,2.0,484.0,0,200624.0
531,85.0,10200,Reg,Timber,SLvl,6,5,1988,1989,HdBoard,HdBoard,3,CBlock,3.0,Av,GLQ,783.0,678.0,1461.0,5,1509,1509,1.0,2,0,3,3.0,5,1,2.0,Attchd,1988.0,2.0,2.0,600.0,0,175000.0
532,60.0,6155,IR1,BrkSide,2Story,6,8,1920,1999,Wd Sdng,Wd Sdng,2,BrkTil,1.0,Mn,Unf,0.0,611.0,611.0,5,751,1362,0.0,2,0,3,2.0,6,0,,Detchd,1920.0,3.0,2.0,502.0,0,128000.0
533,60.0,7200,Reg,NAmes,1Story,5,7,1955,2007,VinylSd,VinylSd,2,Slab,,,,0.0,0.0,0.0,5,827,827,0.0,1,0,2,2.0,5,1,1.0,Detchd,1967.0,1.0,1.0,392.0,0,107500.0
534,50.0,5000,Reg,BrkSide,1Story,1,3,1946,1950,VinylSd,VinylSd,1,Slab,,,,0.0,0.0,0.0,2,334,334,0.0,1,0,1,1.0,2,0,,,,,0.0,0.0,0,39300.0
535,74.0,9056,IR1,Gilbert,2Story,8,5,2004,2004,VinylSd,VinylSd,3,PConc,4.0,Av,Unf,0.0,707.0,707.0,5,707,1414,0.0,2,1,3,3.0,6,1,4.0,Attchd,2004.0,3.0,2.0,403.0,35,178000.0
536,70.0,7000,Reg,Edwards,2Story,5,7,1910,1991,MetalSd,MetalSd,2,CBlock,3.0,Gd,GLQ,969.0,148.0,1117.0,3,820,1347,1.0,1,0,3,2.0,5,0,,,,,0.0,0.0,0,107500.0
537,57.0,8924,IR1,CollgCr,2Story,7,5,1998,1999,VinylSd,VinylSd,2,PConc,3.0,Av,Unf,0.0,880.0,880.0,5,880,1724,0.0,2,1,3,3.0,8,0,,Attchd,1998.0,3.0,2.0,527.0,155,188000.0
538,,12735,IR1,NAmes,1Story,4,5,1972,1972,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,600.0,264.0,864.0,3,864,864,0.0,1,0,3,2.0,5,0,,Detchd,1980.0,1.0,2.0,576.0,0,111250.0
539,,11553,IR1,Sawyer,1Story,5,5,1968,1968,Plywood,Plywood,2,CBlock,2.0,No,BLQ,673.0,378.0,1051.0,3,1159,1159,0.0,1,1,3,2.0,7,1,2.0,Attchd,1968.0,1.0,1.0,336.0,0,158000.0
540,,11423,Reg,CollgCr,1Story,8,5,2001,2002,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,1358.0,223.0,1581.0,5,1601,1601,1.0,2,0,3,3.0,6,1,3.0,Attchd,2001.0,2.0,2.0,670.0,0,272000.0
541,85.0,14601,Reg,Timber,1Story,9,5,2006,2006,VinylSd,VinylSd,4,PConc,4.0,Av,GLQ,1260.0,578.0,1838.0,5,1838,1838,1.0,2,0,2,4.0,8,1,4.0,Attchd,2006.0,3.0,3.0,765.0,68,315000.0
542,,11000,Reg,NoRidge,2Story,8,5,2000,2000,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,969.0,969.0,5,997,2285,0.0,2,1,4,3.0,8,1,3.0,BuiltIn,2000.0,3.0,3.0,648.0,56,248000.0
543,78.0,10140,Reg,NWAmes,1Story,7,5,1998,1999,VinylSd,VinylSd,3,PConc,4.0,No,LwQ,144.0,379.0,1650.0,5,1680,1680,1.0,2,0,3,3.0,7,1,3.0,Attchd,1998.0,3.0,2.0,583.0,73,213250.0
544,34.0,4058,Reg,NAmes,SFoyer,7,5,1998,1998,MetalSd,MetalSd,2,PConc,3.0,Av,GLQ,584.0,0.0,723.0,5,767,767,1.0,1,0,1,2.0,4,0,,Attchd,1998.0,3.0,1.0,367.0,40,133000.0
545,58.0,17104,IR1,Gilbert,2Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,554.0,100.0,654.0,5,664,1496,1.0,2,1,3,3.0,7,1,4.0,Attchd,2006.0,2.0,2.0,426.0,24,179665.0
546,,13837,IR1,NWAmes,1.5Fin,7,5,1988,1988,HdBoard,HdBoard,3,PConc,3.0,No,GLQ,1002.0,0.0,1204.0,4,1377,2183,0.0,2,1,4,3.0,9,0,,Attchd,1988.0,1.0,3.0,786.0,0,229000.0
547,70.0,8737,IR1,BrkSide,1.5Fin,6,7,1923,1950,BrkFace,Wd Sdng,2,BrkTil,3.0,No,Rec,300.0,765.0,1065.0,5,915,1635,0.0,1,1,3,2.0,6,1,4.0,Detchd,1950.0,1.0,2.0,440.0,38,210000.0
548,54.0,7244,Reg,Mitchel,SFoyer,5,7,1970,1970,VinylSd,VinylSd,2,CBlock,3.0,Av,ALQ,619.0,149.0,768.0,5,768,768,1.0,1,0,2,2.0,5,0,,Detchd,1987.0,1.0,2.0,624.0,0,129500.0
549,49.0,8235,IR1,OldTown,1Story,5,7,1955,1995,MetalSd,MetalSd,2,CBlock,2.0,No,LwQ,180.0,0.0,825.0,3,825,825,1.0,1,0,2,2.0,4,0,,Detchd,1963.0,2.0,2.0,720.0,50,125000.0
550,75.0,9375,Reg,Somerst,2Story,7,5,2003,2004,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,912.0,912.0,5,912,2094,0.0,2,1,4,3.0,8,1,4.0,BuiltIn,2003.0,3.0,2.0,615.0,182,263000.0
551,53.0,4043,Reg,NPkVill,1Story,6,6,1977,1977,Plywood,Plywood,2,CBlock,3.0,No,ALQ,559.0,510.0,1069.0,3,1069,1069,0.0,2,0,2,2.0,4,0,,Attchd,1977.0,2.0,2.0,440.0,55,140000.0
552,50.0,6000,Reg,OldTown,1Story,5,6,1957,1957,BrkFace,BrkFace,2,CBlock,2.0,No,Rec,308.0,620.0,928.0,4,928,928,0.0,1,0,3,2.0,5,0,,Attchd,1957.0,3.0,1.0,288.0,0,112500.0
553,87.0,11146,IR1,NridgHt,1Story,8,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,Av,Unf,0.0,1709.0,1709.0,5,1717,1717,0.0,2,0,3,3.0,7,1,4.0,Attchd,2006.0,2.0,3.0,908.0,39,255500.0
554,67.0,8777,Reg,Edwards,1Story,4,5,1949,2003,VinylSd,VinylSd,2,CBlock,,,,0.0,0.0,0.0,5,1126,1126,0.0,2,0,2,3.0,5,0,,Detchd,2002.0,3.0,2.0,520.0,96,108000.0
555,85.0,10625,Reg,NridgHt,2Story,7,5,2003,2004,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,866.0,132.0,998.0,5,1006,2046,1.0,2,1,3,3.0,8,1,4.0,BuiltIn,2003.0,2.0,3.0,871.0,62,284000.0
556,58.0,6380,Reg,BrkSide,1.5Unf,5,6,1922,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,Unf,0.0,993.0,993.0,3,1048,1048,0.0,1,0,2,2.0,5,1,4.0,Detchd,1922.0,1.0,1.0,280.0,0,113000.0
557,69.0,14850,IR1,NAmes,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Rec,895.0,197.0,1092.0,3,1092,1092,1.0,1,0,2,2.0,6,1,3.0,Attchd,1957.0,3.0,1.0,299.0,0,141000.0
558,60.0,11040,Reg,IDOTRR,1.5Fin,4,6,1920,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,637.0,0.0,637.0,4,897,1336,0.0,1,1,3,2.0,7,0,,CarPort,1994.0,1.0,1.0,570.0,47,108000.0
559,57.0,21872,IR2,Gilbert,2Story,7,5,1996,1997,HdBoard,HdBoard,2,PConc,3.0,Gd,GLQ,604.0,125.0,729.0,5,729,1446,0.0,2,1,3,2.0,6,1,3.0,Attchd,1996.0,1.0,2.0,406.0,22,175000.0
560,,3196,Reg,Blmngtn,1Story,7,5,2003,2004,VinylSd,VinylSd,3,PConc,3.0,Gd,Unf,0.0,1374.0,1374.0,5,1557,1557,0.0,2,0,2,3.0,7,1,3.0,Attchd,2003.0,3.0,2.0,420.0,20,234000.0
561,,11341,IR1,Sawyer,1Story,5,6,1957,1996,Wd Sdng,Wd Sdng,2,CBlock,3.0,No,ALQ,1302.0,90.0,1392.0,3,1392,1392,1.0,1,1,3,2.0,5,1,4.0,Detchd,1957.0,1.0,2.0,528.0,0,121500.0
562,77.0,10010,Reg,Mitchel,1Story,5,5,1974,1975,HdBoard,HdBoard,2,CBlock,3.0,Av,ALQ,1071.0,195.0,1389.0,4,1389,1389,1.0,1,0,2,2.0,6,1,3.0,Attchd,1975.0,2.0,2.0,418.0,38,170000.0
563,63.0,13907,Reg,Edwards,1Story,5,6,1940,1969,WdShing,Wd Shng,2,CBlock,2.0,No,BLQ,290.0,706.0,996.0,5,996,996,1.0,1,0,3,2.0,6,1,4.0,,,,0.0,0.0,0,108000.0
564,66.0,21780,Reg,Edwards,1.5Fin,6,7,1918,1950,Wd Sdng,Wd Sdng,2,BrkTil,3.0,Mn,Unf,0.0,1163.0,1163.0,5,1163,1674,0.0,2,0,4,2.0,8,1,4.0,Detchd,1955.0,3.0,2.0,396.0,36,185000.0
565,,13346,IR1,NoRidge,2Story,7,5,1992,2000,HdBoard,HdBoard,3,PConc,3.0,No,GLQ,728.0,367.0,1095.0,5,1166,2295,1.0,2,1,4,3.0,9,1,3.0,Attchd,1992.0,2.0,2.0,590.0,40,268000.0
566,66.0,6858,Reg,SWISU,2Story,6,4,1915,1950,Wd Sdng,Wd Sdng,2,PConc,3.0,No,Unf,0.0,806.0,806.0,3,841,1647,1.0,1,1,4,1.0,6,0,,Detchd,1920.0,1.0,1.0,216.0,66,128000.0
567,77.0,11198,IR1,StoneBr,2Story,9,5,2005,2007,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1122.0,1122.0,5,1134,2504,0.0,2,1,4,4.0,11,1,4.0,BuiltIn,2005.0,3.0,3.0,656.0,39,325000.0
568,70.0,10171,IR1,NridgHt,1Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,2.0,1515.0,1517.0,5,1535,1535,0.0,2,0,3,3.0,7,0,,Attchd,2004.0,2.0,2.0,532.0,0,214000.0
569,79.0,12327,IR1,SawyerW,1.5Fin,8,8,1983,2009,Wd Sdng,Wd Sdng,3,CBlock,3.0,Gd,GLQ,1441.0,55.0,1496.0,5,1496,2132,1.0,1,1,1,3.0,5,1,4.0,BuiltIn,1983.0,3.0,2.0,612.0,40,316600.0
570,,7032,IR1,NAmes,SFoyer,5,5,1979,1979,MetalSd,MetalSd,2,CBlock,3.0,Gd,GLQ,943.0,0.0,943.0,3,943,943,1.0,1,0,2,2.0,4,2,3.0,Detchd,1979.0,1.0,2.0,600.0,0,135960.0
571,74.0,13101,IR1,NAmes,1Story,5,5,1965,1965,HdBoard,HdBoard,2,CBlock,2.0,No,LwQ,231.0,1497.0,1728.0,3,1728,1728,0.0,2,0,6,2.0,10,0,,Detchd,1987.0,1.0,2.0,576.0,0,142600.0
572,60.0,7332,Reg,NAmes,1Story,6,6,1959,1959,WdShing,Wd Shng,2,CBlock,2.0,No,BLQ,414.0,450.0,864.0,5,864,864,1.0,1,0,2,3.0,4,0,,Attchd,1959.0,1.0,1.0,288.0,0,120000.0
573,83.0,13159,IR1,Timber,2Story,7,5,2009,2009,VinylSd,VinylSd,2,PConc,4.0,Av,Unf,0.0,846.0,846.0,4,846,1692,0.0,2,1,3,3.0,6,0,,Attchd,2009.0,2.0,2.0,650.0,114,224500.0
574,76.0,9967,IR1,Gilbert,SLvl,7,5,2000,2000,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,384.0,384.0,5,774,1430,0.0,2,1,3,2.0,8,1,3.0,BuiltIn,2000.0,2.0,2.0,400.0,0,170000.0
575,70.0,10500,Reg,NAmes,SLvl,5,7,1971,2005,MetalSd,AsphShn,2,CBlock,2.0,Av,ALQ,349.0,23.0,372.0,3,576,1109,0.0,1,0,3,2.0,5,0,,BuiltIn,1971.0,1.0,1.0,288.0,0,139000.0
576,80.0,8480,Reg,NAmes,1.5Fin,5,5,1947,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,442.0,390.0,832.0,3,832,1216,0.0,1,0,2,2.0,6,0,,Detchd,1947.0,1.0,1.0,336.0,0,118500.0
577,52.0,6292,Reg,SWISU,1.5Fin,7,7,1928,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,861.0,861.0,4,877,1477,0.0,2,0,3,2.0,6,1,4.0,Detchd,1928.0,1.0,1.0,216.0,50,145000.0
578,96.0,11777,IR1,Sawyer,SLvl,5,6,1966,1966,VinylSd,VinylSd,2,CBlock,2.0,Av,LwQ,328.0,285.0,1164.0,5,1320,1320,1.0,1,0,3,2.0,6,2,2.0,Attchd,1966.0,2.0,2.0,564.0,68,164500.0
579,34.0,3604,Reg,Somerst,2Story,7,5,2007,2007,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,689.0,689.0,5,703,1392,0.0,2,0,2,3.0,5,0,,Detchd,2007.0,1.0,2.0,540.0,102,146000.0
580,81.0,12150,Reg,OldTown,1.5Fin,5,5,1954,1954,MetalSd,MetalSd,2,BrkTil,2.0,No,Unf,0.0,1050.0,1050.0,5,1050,1795,0.0,2,0,4,2.0,7,0,,Attchd,1954.0,1.0,1.0,352.0,0,131500.0
581,,14585,IR1,NAmes,1Story,6,6,1960,1987,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,BLQ,594.0,331.0,1144.0,5,1429,1429,0.0,1,0,3,3.0,7,2,4.0,Attchd,1960.0,1.0,2.0,572.0,110,181900.0
582,98.0,12704,Reg,NridgHt,1Story,8,5,2008,2009,VinylSd,VinylSd,4,PConc,4.0,No,Unf,0.0,2042.0,2042.0,5,2042,2042,0.0,2,1,3,4.0,8,1,4.0,Attchd,2009.0,2.0,3.0,1390.0,90,253293.0
583,81.0,11841,Reg,Edwards,SFoyer,6,5,1990,1990,HdBoard,HdBoard,2,CBlock,3.0,Av,GLQ,816.0,0.0,816.0,3,816,816,1.0,1,0,3,2.0,5,0,,,,,0.0,0.0,32,118500.0
584,75.0,13500,Reg,OldTown,2.5Unf,10,9,1893,2000,Wd Sdng,Wd Sdng,4,BrkTil,2.0,No,Unf,0.0,1237.0,1237.0,4,1521,2775,0.0,3,1,3,3.0,9,1,4.0,Detchd,1988.0,1.0,2.0,880.0,502,325000.0
585,51.0,6120,Reg,BrkSide,1.5Fin,4,7,1935,1995,AsbShng,AsbShng,2,BrkTil,2.0,No,Unf,0.0,884.0,884.0,5,989,1573,0.0,1,0,3,3.0,6,0,,Detchd,1935.0,1.0,1.0,240.0,0,133000.0
586,88.0,11443,Reg,Timber,1Story,8,5,2005,2006,VinylSd,VinylSd,3,PConc,4.0,Gd,GLQ,1460.0,408.0,1868.0,5,2028,2028,1.0,2,0,2,3.0,7,2,4.0,Attchd,2005.0,2.0,3.0,880.0,66,369900.0
587,55.0,10267,Reg,BrkSide,1Story,6,7,1918,2000,Stucco,Wd Shng,2,BrkTil,2.0,Mn,Rec,210.0,0.0,816.0,5,838,838,1.0,1,0,2,1.0,5,0,,Detchd,1961.0,3.0,1.0,275.0,0,130000.0
588,74.0,8740,IR1,Sawyer,SFoyer,5,6,1982,1982,HdBoard,HdBoard,2,CBlock,2.0,Av,ALQ,672.0,168.0,840.0,3,860,860,1.0,1,0,2,2.0,4,0,,Detchd,1996.0,1.0,2.0,528.0,0,137000.0
589,65.0,25095,IR1,ClearCr,1Story,5,8,1968,2003,Wd Sdng,Wd Sdng,2,CBlock,2.0,Gd,GLQ,1324.0,113.0,1437.0,5,1473,1473,2.0,1,0,1,4.0,5,2,4.0,Attchd,1968.0,1.0,1.0,452.0,48,143000.0
590,50.0,9100,Reg,BrkSide,1Story,5,6,1930,1960,VinylSd,VinylSd,2,BrkTil,2.0,No,Unf,0.0,742.0,742.0,3,779,935,0.0,1,0,2,2.0,4,0,,Detchd,1988.0,1.0,1.0,308.0,0,79500.0
591,64.0,8320,Reg,CollgCr,2Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,490.0,280.0,770.0,5,770,1582,0.0,2,1,3,3.0,6,0,,Attchd,2004.0,2.0,2.0,520.0,45,185900.0
592,97.0,13478,IR1,NridgHt,2Story,10,5,2008,2008,CemntBd,CmentBd,4,PConc,4.0,Gd,GLQ,1338.0,384.0,1722.0,5,1728,2296,1.0,2,1,3,4.0,10,1,4.0,BuiltIn,2008.0,2.0,3.0,842.0,274,451950.0
593,60.0,6600,Reg,Mitchel,1Story,5,8,1982,2003,HdBoard,HdBoard,2,PConc,2.0,No,GLQ,816.0,0.0,816.0,5,816,816,1.0,1,0,2,2.0,4,0,,Detchd,1985.0,3.0,2.0,816.0,0,138000.0
594,,4435,Reg,CollgCr,1Story,6,5,2003,2003,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,685.0,163.0,848.0,5,848,848,1.0,1,0,1,3.0,4,0,,Attchd,2003.0,3.0,2.0,420.0,0,140000.0
595,88.0,7990,IR1,CollgCr,1Story,5,6,1975,1975,HdBoard,HdBoard,2,CBlock,3.0,No,Unf,0.0,924.0,924.0,3,924,924,0.0,1,0,3,2.0,5,0,,Detchd,1981.0,1.0,1.0,280.0,0,110000.0
596,69.0,11302,IR1,StoneBr,1Story,8,5,2005,2006,VinylSd,Other,3,PConc,3.0,Gd,GLQ,1422.0,392.0,1814.0,5,1826,1826,1.0,2,0,3,3.0,7,1,3.0,Attchd,2005.0,3.0,3.0,758.0,75,319000.0
597,60.0,3600,Reg,OldTown,2Story,6,7,1910,1993,VinylSd,VinylSd,2,CBlock,2.0,No,Unf,0.0,684.0,684.0,5,684,1368,0.0,1,0,3,2.0,7,0,,Detchd,1930.0,1.0,1.0,216.0,158,114504.0
598,53.0,3922,Reg,Blmngtn,1Story,7,5,2006,2007,VinylSd,VinylSd,3,PConc,4.0,Av,Unf,0.0,1258.0,1258.0,5,1402,1402,0.0,0,2,2,3.0,7,1,4.0,Attchd,2006.0,3.0,3.0,648.0,16,194201.0
599,80.0,12984,Reg,Crawfor,1Story,5,6,1977,1977,Plywood,Plywood,2,CBlock,3.0,Mn,ALQ,1283.0,0.0,1430.0,5,1647,1647,1.0,2,0,3,3.0,7,1,3.0,Attchd,1977.0,3.0,2.0,621.0,0,217500.0
600,24.0,1950,Reg,Blueste,2Story,6,6,1980,1980,MetalSd,MetalSd,2,CBlock,3.0,No,LwQ,81.0,23.0,716.0,3,716,1556,1.0,2,1,3,2.0,6,1,3.0,Attchd,1980.0,3.0,2.0,452.0,0,151000.0
601,74.0,10927,Reg,NridgHt,2Story,8,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,546.0,512.0,1058.0,5,1058,1904,1.0,2,1,3,4.0,8,1,4.0,BuiltIn,2003.0,3.0,2.0,736.0,60,275000.0
602,50.0,9000,Reg,IDOTRR,1.5Fin,6,6,1937,1950,Wd Sdng,Wd Sdng,2,PConc,2.0,No,Unf,0.0,780.0,780.0,3,780,1375,0.0,1,1,3,3.0,6,1,4.0,Detchd,1979.0,1.0,1.0,544.0,162,141000.0
603,80.0,10041,IR1,SawyerW,2Story,8,5,1992,1992,HdBoard,HdBoard,3,PConc,3.0,Mn,GLQ,789.0,119.0,908.0,5,927,1915,1.0,2,1,3,3.0,8,1,3.0,Attchd,1992.0,3.0,2.0,506.0,150,220000.0
604,30.0,3182,Reg,Somerst,2Story,7,5,2004,2005,MetalSd,MetalSd,3,PConc,3.0,No,Unf,0.0,600.0,600.0,5,600,1200,0.0,2,1,2,3.0,4,0,,Detchd,2004.0,2.0,2.0,480.0,172,151000.0
605,88.0,12803,IR1,CollgCr,1Story,7,5,2002,2002,VinylSd,VinylSd,3,PConc,3.0,Mn,GLQ,922.0,572.0,1494.0,5,1494,1494,1.0,2,0,3,3.0,6,1,3.0,Attchd,2002.0,2.0,2.0,530.0,36,221000.0
606,85.0,13600,Reg,NAmes,2Story,7,6,1965,1990,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,454.0,314.0,768.0,3,1186,1986,0.0,2,1,3,2.0,7,3,2.0,Attchd,1965.0,1.0,2.0,486.0,42,205000.0
607,82.0,12464,IR2,CollgCr,1Story,5,5,1996,1996,VinylSd,VinylSd,2,PConc,3.0,No,GLQ,732.0,308.0,1040.0,4,1040,1040,1.0,1,0,3,3.0,6,0,,Detchd,2000.0,1.0,2.0,576.0,0,152000.0
608,78.0,7800,Reg,Edwards,2Story,5,8,1948,2002,MetalSd,MetalSd,2,CBlock,2.0,No,GLQ,603.0,293.0,896.0,5,1112,2008,1.0,3,0,3,4.0,8,0,,Attchd,1948.0,1.0,1.0,230.0,0,225000.0
609,78.0,12168,Reg,Crawfor,2Story,8,6,1934,1998,BrkFace,Wd Sdng,2,PConc,3.0,Mn,BLQ,428.0,537.0,965.0,3,1940,3194,0.0,2,1,4,2.0,10,2,4.0,Basment,1934.0,1.0,2.0,380.0,0,359100.0
610,61.0,7943,Reg,Sawyer,1Story,4,5,1961,1961,VinylSd,VinylSd,2,CBlock,2.0,Mn,Rec,903.0,126.0,1029.0,4,1029,1029,1.0,1,0,3,2.0,5,0,,Attchd,1961.0,1.0,1.0,261.0,0,118500.0
611,,11050,Reg,CollgCr,2Story,9,5,2000,2000,VinylSd,VinylSd,3,PConc,4.0,Mn,GLQ,904.0,536.0,1440.0,5,1476,2153,1.0,2,1,3,4.0,8,2,5.0,Attchd,2000.0,3.0,3.0,736.0,142,313000.0
612,,10395,IR1,NWAmes,SLvl,6,6,1978,1978,HdBoard,HdBoard,2,CBlock,3.0,Av,ALQ,605.0,427.0,1032.0,3,1032,1032,0.0,2,0,3,2.0,6,1,3.0,Attchd,1978.0,1.0,2.0,564.0,0,148000.0
613,,11885,Reg,CollgCr,2Story,8,5,2001,2001,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,990.0,309.0,1299.0,5,1299,1872,1.0,2,1,3,4.0,7,1,3.0,BuiltIn,2001.0,2.0,2.0,531.0,122,261500.0
614,70.0,8402,Reg,Mitchel,1Story,5,5,2007,2007,VinylSd,VinylSd,2,PConc,3.0,No,ALQ,206.0,914.0,1120.0,5,1120,1120,0.0,1,0,3,2.0,6,0,,,,,0.0,0.0,30,147000.0
615,21.0,1491,Reg,MeadowV,SFoyer,4,6,1972,1972,CemntBd,CmentBd,2,CBlock,3.0,Av,LwQ,150.0,0.0,630.0,5,630,630,1.0,1,0,1,2.0,3,0,,,,,0.0,0.0,24,75500.0
616,80.0,8800,Reg,NAmes,SFoyer,6,7,1963,1963,MetalSd,MetalSd,2,PConc,2.0,Gd,GLQ,763.0,173.0,936.0,5,1054,1054,1.0,1,0,3,3.0,6,0,,Attchd,1963.0,2.0,2.0,480.0,0,137500.0
617,,7861,IR1,Gilbert,2Story,6,5,2002,2003,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,457.0,326.0,783.0,5,807,1509,1.0,2,1,3,3.0,7,1,4.0,Attchd,2002.0,3.0,2.0,393.0,75,183200.0
618,59.0,7227,Reg,NAmes,1.5Unf,6,6,1954,1954,MetalSd,MetalSd,2,CBlock,2.0,No,Unf,0.0,832.0,832.0,4,832,832,0.0,1,0,2,3.0,4,0,,Detchd,1962.0,1.0,2.0,528.0,0,105500.0
619,90.0,11694,Reg,NridgHt,1Story,9,5,2007,2007,CemntBd,CmentBd,4,PConc,4.0,Av,GLQ,48.0,1774.0,1822.0,5,1828,1828,0.0,2,0,3,3.0,9,1,4.0,Attchd,2007.0,1.0,3.0,774.0,108,314813.0
620,85.0,12244,Reg,Timber,2Story,8,5,2003,2003,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,871.0,611.0,1482.0,5,1482,2262,1.0,2,1,4,3.0,10,2,4.0,Attchd,2003.0,3.0,3.0,749.0,0,305000.0
621,45.0,8248,Reg,Edwards,1Story,3,3,1914,1950,Stucco,Stucco,2,BrkTil,2.0,No,BLQ,41.0,823.0,864.0,3,864,864,1.0,1,0,2,2.0,5,0,,,,,0.0,0.0,0,67000.0
622,90.0,10800,Reg,NWAmes,2Story,6,7,1974,1997,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,956.0,384.0,1522.0,3,1548,2614,0.0,2,1,4,2.0,9,1,3.0,Attchd,1974.0,2.0,2.0,624.0,243,240000.0
623,71.0,7064,Reg,Sawyer,1Story,5,6,1977,1977,Plywood,Plywood,2,CBlock,2.0,No,BLQ,560.0,420.0,980.0,3,980,980,0.0,1,0,3,2.0,6,0,,Detchd,1986.0,1.0,2.0,484.0,0,135000.0
624,,2117,Reg,Somerst,2Story,6,5,2000,2000,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,420.0,336.0,756.0,5,756,1512,0.0,2,1,2,3.0,4,1,3.0,Detchd,2000.0,1.0,2.0,440.0,32,168500.0
625,80.0,10400,Reg,NWAmes,2Story,6,5,1972,1972,VinylSd,VinylSd,2,CBlock,2.0,No,Rec,247.0,485.0,732.0,4,1012,1790,1.0,1,2,4,2.0,8,1,3.0,Attchd,1972.0,2.0,2.0,484.0,0,165150.0
626,87.0,10000,IR1,NAmes,1Story,6,6,1962,1962,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Unf,0.0,1116.0,1116.0,3,1116,1116,0.0,1,1,3,2.0,5,0,,Attchd,1962.0,1.0,2.0,440.0,0,160000.0
627,,12342,IR1,NAmes,1Story,5,5,1960,1978,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Unf,0.0,978.0,978.0,3,1422,1422,0.0,1,0,3,2.0,6,1,3.0,Attchd,1960.0,2.0,1.0,286.0,0,139900.0
628,80.0,9600,Reg,NAmes,SLvl,6,6,1955,1972,AsbShng,AsbShng,2,CBlock,2.0,Av,BLQ,674.0,350.0,1156.0,5,1520,1520,1.0,1,0,3,2.0,7,2,4.0,Basment,1955.0,2.0,1.0,364.0,0,153000.0
